NOME;LONGITUDE;LATITUDE;MAIS_SECO
COMUR;-52,959662;-23,077693;JUNHO-JULHO-AGOSTO
S-TIO FLORESTA;-52,19688;-23,61742;JUNHO-JULHO-AGOSTO
NOVA ESPERANÃA;-52,183545;-23,183529;JUNHO-JULHO-AGOSTO
S+O JORGE DO IVA-;-52,300492;-23,417141;JUNHO-JULHO-AGOSTO
SANTA ISABEL DO IVA-;-53,189386;-23,007137;JUNHO-JULHO-AGOSTO
ALTÈNIA;-53,883561;-23,850471;JUNHO-JULHO-AGOSTO
XAMBRE;-53,486891;-23,734638;JUNHO-JULHO-AGOSTO
PEROBAL (S-TIO 2 KM 9);-53,328001;-23,933529;JUNHO-JULHO-AGOSTO
SANTA MÈNICA;-53,016608;-23,439083;JUNHO-JULHO-AGOSTO
BAIRRO GURUCAIA;-53,909393;-23,693526;JUNHO-JULHO-AGOSTO
PINDORAMA;-53,713559;-23,717138;JUNHO-JULHO-AGOSTO
SERRA DOS DOURADOS;-53,367167;-23,617138;JUNHO-JULHO-AGOSTO
MARIA HELENA;-53,204666;-23,60825;JUNHO-JULHO-AGOSTO
SANTA ELIZA;-53,463278;-23,527971;JUNHO-JULHO-AGOSTO
NOVA OLIMPIA;-53,084387;-23,486306;JUNHO-JULHO-AGOSTO
ICARAIMA;-53,617168;-23,383526;JUNHO-JULHO-AGOSTO
VENDA DO PAULO;-53,417166;-23,333526;JUNHO-JULHO-AGOSTO
DOURADINHA;-53,283554;-23,367138;JUNHO-JULHO-AGOSTO
TAPIRA;-53,070497;-23,320194;JUNHO-JULHO-AGOSTO
S+O JOS+ DO IVA-;-53,27772;-23,131581;JUNHO-JULHO-AGOSTO
APARECIDA DO IVA-;-53,067163;-23,183527;JUNHO-JULHO-AGOSTO
IGUAIPORA;-53,967173;-23,950471;JUNHO-JULHO-AGOSTO
TATUPEVA;-48,750468;-24,717157;JUNHO-JULHO-AGOSTO
FAZENDA BOA VISTA (CRICIUMA);-48,968526;-24,756879;JUNHO-JULHO-AGOSTO
BALSA DO CERRO AZUL;-49,283806;-24,800489;JUNHO-JULHO-AGOSTO
TURVO;-49,333807;-24,750489;JUNHO-JULHO-AGOSTO
CERRO AZUL;-49,26714;-24,817156;JUNHO-JULHO-AGOSTO
PIRA- DO SUL;-49,929366;-24,529653;JUNHO-JULHO-AGOSTO
COSTAS;-49,300474;-24,95049;JUNHO-JULHO-AGOSTO
S+O SEBASTI+O;-49,467141;-24,850489;JUNHO-JULHO-AGOSTO
TUNAS;-49,083528;-24,967157;JUNHO-JULHO-AGOSTO
TABOR (FAZENDA MAR+O);-49,683531;-24,633543;JUNHO-JULHO-AGOSTO
CAPINZAL - PIRAI DO SUL;-49,726864;-24,500765;JUNHO-JULHO-AGOSTO
EDUARDO XAVIER DA SILVA;-49,583529;-24,383542;JUNHO-JULHO-AGOSTO
JAGUARIAIVA;-49,717141;-24,246319;JUNHO-JULHO-AGOSTO
SENGES;-49,467139;-24,100486;JUNHO-JULHO-AGOSTO
BALSA DO JACAR+;-49,467142;-24,967156;JUNHO-JULHO-AGOSTO
TIBAJI;-50,400481;-24,511318;JUNHO-JULHO-AGOSTO
TEL-MACO BORBA;-50,617149;-24,333817;JUNHO-JULHO-AGOSTO
CHACARA CACHOEIRA (FUND+O);-50,067146;-24,767153;JUNHO-JULHO-AGOSTO
BOCAINA;-50,267148;-24,983542;JUNHO-JULHO-AGOSTO
CATANDUVA DE FORA (RONCA PORCO);-50,000479;-24,950488;JUNHO-JULHO-AGOSTO
COLÈNIA IAPË;-50,133535;-24,633542;JUNHO-JULHO-AGOSTO
GUARICANGA - PIRAI DO SUL;-50,100478;-24,367152;JUNHO-JULHO-AGOSTO
VENTANIA;-50,233534;-24,217151;JUNHO-JULHO-AGOSTO
SALTINHO;-50,892153;-24,957985;JUNHO-JULHO-AGOSTO
BARREIRO;-50,935486;-24,669372;JUNHO-JULHO-AGOSTO
RIO NOVO;-50,967152;-24,417149;JUNHO-JULHO-AGOSTO
ENGENHEIRO ROSALDO LEIT+O;-50,383816;-24,950486;JUNHO-JULHO-AGOSTO
RESERVA;-50,850485;-24,650484;JUNHO-JULHO-AGOSTO
UB- DO SUL;-51,617155;-24,050479;JUNHO-JULHO-AGOSTO
SANTA MARIA DO OESTE;-51,883828;-24,933815;JUNHO-JULHO-AGOSTO
PITANGA;-51,767159;-24,750481;JUNHO-JULHO-AGOSTO
IVAIPOR+;-51,65049;-24,25048;JUNHO-JULHO-AGOSTO
MANOEL RIBAS;-51,667158;-24,517147;JUNHO-JULHO-AGOSTO
BARBOSA FERRAZ;-51,950491;-24,017144;JUNHO-JULHO-AGOSTO
BARRA GRANDE;-51,954939;-24,779647;JUNHO-JULHO-AGOSTO
JACUTINGA;-51,533822;-24,25048;JUNHO-JULHO-AGOSTO
ARROIO GRANDE;-51,833826;-24,617147;JUNHO-JULHO-AGOSTO
CARAZINHO;-51,65827;-24,908815;JUNHO-JULHO-AGOSTO
FAXINAL DA BOA VISTA;-51,367157;-24,91715;JUNHO-JULHO-AGOSTO
JACIABA;-51,283545;-24,833539;JUNHO-JULHO-AGOSTO
BAIRRO DA IMBUIA;-51,009376;-24,859651;JUNHO-JULHO-AGOSTO
BOM RETIRO;-51,758548;-24,641592;JUNHO-JULHO-AGOSTO
FAXINAL DE CATANDUVAS;-51,267155;-24,617149;JUNHO-JULHO-AGOSTO
LARANJEIRAS;-51,033542;-24,683539;JUNHO-JULHO-AGOSTO
BARRA BONITA;-51,153543;-24,569927;JUNHO-JULHO-AGOSTO
NOVA TEBAS;-51,933826;-24,417146;JUNHO-JULHO-AGOSTO
ALTO POR+;-51,691879;-24,353535;JUNHO-JULHO-AGOSTO
ARIRANHA;-51,500489;-24,367147;JUNHO-JULHO-AGOSTO
RIO BRANCO DO IVAI;-51,300487;-24,317148;JUNHO-JULHO-AGOSTO
C-NDIDO DE ABREU;-51,331877;-24,565482;JUNHO-JULHO-AGOSTO
CAMPO MOUR+O;-52,367994;-24,047699;JUNHO-JULHO-AGOSTO
IRETAMA;-52,100494;-24,417145;JUNHO-JULHO-AGOSTO
UBIRAT+;-52,983834;-24,53381;JUNHO-JULHO-AGOSTO
JANIËPOLIS;-52,767164;-24,133809;JUNHO-JULHO-AGOSTO
CAMPINA DA LAGOA;-52,804667;-24,600199;JUNHO-JULHO-AGOSTO
ALTAMIRA DO PARAN-;-52,7005;-24,800478;JUNHO-JULHO-AGOSTO
MAMBOR-;-52,517163;-24,283532;JUNHO-JULHO-AGOSTO
RONCADOR;-52,267162;-24,600479;JUNHO-JULHO-AGOSTO
PALMITAL;-52,203274;-24,884925;JUNHO-JULHO-AGOSTO
LARANJAL;-52,474387;-24,886313;JUNHO-JULHO-AGOSTO
FAROL;-52,621885;-24,091031;JUNHO-JULHO-AGOSTO
PRIMAVERA;-52,933555;-24,333531;JUNHO-JULHO-AGOSTO
GUARANI;-52,550497;-24,433533;JUNHO-JULHO-AGOSTO
PENSAMENTO;-52,650498;-24,317143;JUNHO-JULHO-AGOSTO
MARILU;-52,200495;-24,417145;JUNHO-JULHO-AGOSTO
-GUA FRIA;-52,077438;-24,293256;JUNHO-JULHO-AGOSTO
BALSA SANTA MARIA;-53,733838;-24,167139;JUNHO-JULHO-AGOSTO
PONTE DO PIQUIRI;-53,167169;-24,517142;JUNHO-JULHO-AGOSTO
ALTO PIQUIRI;-53,440225;-24,015195;JUNHO-JULHO-AGOSTO
FORMOSA DO OESTE;-53,317169;-24,28353;JUNHO-JULHO-AGOSTO
CORBELIA;-53,300504;-24,800476;JUNHO-JULHO-AGOSTO
SALTO SAPUCA-;-53,100502;-24,63381;JUNHO-JULHO-AGOSTO
PONTE TOURINHO - BRAGANEY;-53,06717;-24,883533;JUNHO-JULHO-AGOSTO
OURO VERDE DO OESTE;-53,902175;-24,775752;JUNHO-JULHO-AGOSTO
BOM PRINC-PIO;-53,643007;-24,772697;JUNHO-JULHO-AGOSTO
DOIS IRM+OS;-53,926619;-24,620473;JUNHO-JULHO-AGOSTO
BRAGANTINA;-53,614673;-24,611586;JUNHO-JULHO-AGOSTO
PALMITËPOLIS;-53,380504;-24,573531;JUNHO-JULHO-AGOSTO
VILA MARIP-;-53,817173;-24,41714;JUNHO-JULHO-AGOSTO
ALTO SANTA F+;-53,933007;-24,392417;JUNHO-JULHO-AGOSTO
BRASIL-NDIA DO SUL;-53,526059;-24,198807;JUNHO-JULHO-AGOSTO
RIO BONITO;-53,950506;-24,083527;JUNHO-JULHO-AGOSTO
S+O JO+O DO OESTE;-53,244394;-24,963255;JUNHO-JULHO-AGOSTO
TOLEDO;-53,717174;-24,733808;JUNHO-JULHO-AGOSTO
GUA-RA (PTO. GUA-RA);-54,250509;-24,067137;JUNHO-JULHO-AGOSTO
ENTRE RIOS DO OESTE;-54,233011;-24,692973;JUNHO-JULHO-AGOSTO
PORTO BRIT-NIA;-54,298845;-24,648528;JUNHO-JULHO-AGOSTO
TERRA ROXA DO OESTE;-54,100508;-24,167138;JUNHO-JULHO-AGOSTO
S+O CLEMENTE;-54,239956;-24,779362;JUNHO-JULHO-AGOSTO
NOVA MERCEDES;-54,167176;-24,450472;JUNHO-JULHO-AGOSTO
RANCHO ALEGRE;-54,217176;-24,317138;JUNHO-JULHO-AGOSTO
PONTE QUEIMADA;-54,2019;-24,906585;JUNHO-JULHO-AGOSTO
MORRETES;-48,833805;-25,46716;JUNHO-JULHO-AGOSTO
COLÈNIA DO CACHOEIRA;-48,75047;-25,233826;JUNHO-JULHO-AGOSTO
PAIOL DE BAIXO;-48,900472;-25,233826;JUNHO-JULHO-AGOSTO
RIO GUARAQUEÃABA;-48,217132;-25,083549;JUNHO-JULHO-AGOSTO
BANANAL;-48,417134;-25,233549;JUNHO-JULHO-AGOSTO
COLÈNIA SANTA CRUZ;-48,625193;-25,597161;JUNHO-JULHO-AGOSTO
ILHA DO RIO CLARO;-48,924085;-25,813272;JUNHO-JULHO-AGOSTO
ANTONINA;-48,767138;-25,433827;JUNHO-JULHO-AGOSTO
S+O BENTO;-49,783815;-25,933825;JUNHO-JULHO-AGOSTO
PORTO AMAZONAS;-49,883814;-25,55049;JUNHO-JULHO-AGOSTO
RIO DA V-RZEA DOS LIMA;-49,383812;-25,950493;ABRIL-MAIO-JUNHO
PIRAQUARA;-49,06714;-25,450493;ABRIL-MAIO-JUNHO
CURITIBA;-49,267142;-25,433825;JUNHO-JULHO-AGOSTO
FAZENDINHA;-49,150475;-25,517159;JUNHO-JULHO-AGOSTO
ITAQUI;-49,567145;-25,467158;JUNHO-JULHO-AGOSTO
CONTENDA;-49,536867;-25,680492;ABRIL-MAIO-JUNHO
TR-S CËRREGOS;-49,633811;-25,233823;JUNHO-JULHO-AGOSTO
OURO FINO DE BAIXO;-49,51881;-25,291602;JUNHO-JULHO-AGOSTO
ITAIACOCA;-49,900479;-25,133822;JUNHO-JULHO-AGOSTO
ERVALZINHO;-49,550477;-25,133545;JUNHO-JULHO-AGOSTO
SANTA CRUZ - TIGRE;-49,124084;-25,065769;JUNHO-JULHO-AGOSTO
PINHEIRINHO;-49,650477;-25,000489;JUNHO-JULHO-AGOSTO
PEDRA ALTA;-49,88326;-25,800491;JUNHO-JULHO-AGOSTO
QUITANDINHA;-49,500479;-25,850493;ABRIL-MAIO-JUNHO
MANDIRITUBA;-49,324922;-25,776882;ABRIL-MAIO-JUNHO
CAMPO DO TENENTE;-49,683814;-25,983826;ABRIL-MAIO-JUNHO
S+O MATEUS DO SUL;-50,389931;-25,876045;JUNHO-JULHO-AGOSTO
RIO CLARO DO SUL (EUFROZINA);-50,679656;-25,952711;JUNHO-JULHO-AGOSTO
PEDRA LISA;-50,013538;-25,697713;JUNHO-JULHO-AGOSTO
GONÃALVES JUNIOR;-50,783821;-25,467154;JUNHO-JULHO-AGOSTO
-GUA AZUL;-50,133817;-25,820768;JUNHO-JULHO-AGOSTO
TURVO;-50,517153;-25,700489;JUNHO-JULHO-AGOSTO
GUAIACA;-50,200761;-25,622434;JUNHO-JULHO-AGOSTO
MANDACAIA;-50,076871;-25,495767;JUNHO-JULHO-AGOSTO
APIABA;-50,767154;-25,33382;JUNHO-JULHO-AGOSTO
TEIXEIRA SOARES;-50,467151;-25,367154;JUNHO-JULHO-AGOSTO
IMBITUVA;-50,601041;-25,237987;JUNHO-JULHO-AGOSTO
SALTINHO;-50,983821;-25,150485;JUNHO-JULHO-AGOSTO
GUARAPUAVA;-51,450493;-25,450485;JUNHO-JULHO-AGOSTO
LEONËPOLIS;-51,202992;-25,694653;JUNHO-JULHO-AGOSTO
CAMPINA DO SIM+O;-51,806883;-25,109649;JUNHO-JULHO-AGOSTO
GUARAPUAVA - COL+GIO AGRICOLA;-51,497437;-25,365206;JUNHO-JULHO-AGOSTO
IN-CIO MARTINS;-51,067157;-25,567153;JUNHO-JULHO-AGOSTO
SANTANA;-51,262716;-25,944376;JUNHO-JULHO-AGOSTO
P-TIO VELHO (PINAR+);-51,104936;-25,903543;JUNHO-JULHO-AGOSTO
SANTA CRUZ;-51,767164;-25,850485;JUNHO-JULHO-AGOSTO
FAXINAL DOS RIBEIROS;-51,517162;-25,800486;JUNHO-JULHO-AGOSTO
FAZENDA ZANIOLO;-51,100492;-25,817154;JUNHO-JULHO-AGOSTO
PINH+O;-51,667162;-25,650485;JUNHO-JULHO-AGOSTO
CAMPINA BONITA;-51,250492;-25,567152;JUNHO-JULHO-AGOSTO
COLONIA SOCORRO;-51,550494;-25,550485;JUNHO-JULHO-AGOSTO
RONDINHA;-51,883829;-25,267149;JUNHO-JULHO-AGOSTO
PALMEIRINHA;-51,550493;-25,250484;JUNHO-JULHO-AGOSTO
INVERNADINHA;-51,433825;-25,300484;JUNHO-JULHO-AGOSTO
CAMPO DE DENTRO;-51,250491;-25,267151;JUNHO-JULHO-AGOSTO
PEDRO LUSTOSA;-51,850497;-25,800485;JUNHO-JULHO-AGOSTO
TIJUCO PRETO;-51,083267;-25,380208;JUNHO-JULHO-AGOSTO
RELËGIO;-51,100489;-25,283819;JUNHO-JULHO-AGOSTO
VILA ESPERANÃA;-51,067155;-25,150485;JUNHO-JULHO-AGOSTO
QUEDAS DO IGUAÃU (CAMPO NOVO);-52,904949;-25,448813;JUNHO-JULHO-AGOSTO
BALSA DO SANTANA;-52,850228;-25,915482;JUNHO-JULHO-AGOSTO
CAVERNOSO I RESERV. - MONT.;-52,218832;-25,484371;JUNHO-JULHO-AGOSTO
GUARANIAÃU;-52,883836;-25,083812;JUNHO-JULHO-AGOSTO
LARANJEIRAS DO SUL;-52,417167;-25,400481;JUNHO-JULHO-AGOSTO
MARQUINHOS;-52,258831;-25,112703;JUNHO-JULHO-AGOSTO
LARANJEIRAS DO SUL;-52,417167;-25,417148;JUNHO-JULHO-AGOSTO
NOVA LARANJEIRAS;-52,533834;-25,300481;JUNHO-JULHO-AGOSTO
MANGUEIRINHA;-52,178001;-25,936873;JUNHO-JULHO-AGOSTO
CAMPO VERDE (FAXINAL DOS -NDIOS);-52,431611;-25,222981;JUNHO-JULHO-AGOSTO
RESERVA DO IGUAÃU;-52,017165;-25,800484;JUNHO-JULHO-AGOSTO
CACHOEIRA;-52,197166;-25,698261;JUNHO-JULHO-AGOSTO
GOIOXIM;-51,991329;-25,183815;JUNHO-JULHO-AGOSTO
S+O JO+O DO OESTE;-52,733838;-25,850482;JUNHO-JULHO-AGOSTO
CHOPINZINHO;-52,517169;-25,850482;JUNHO-JULHO-AGOSTO
BUGRE;-52,417169;-25,817149;JULHO-AGOSTO-SETEMBRO
S+O LUIZ DO OESTE;-52,50328;-25,727982;JUNHO-JULHO-AGOSTO
BAIA;-52,383835;-25,717149;JUNHO-JULHO-AGOSTO
RIO BONITO DO IGUAÃU;-52,532724;-25,490203;JUNHO-JULHO-AGOSTO
PORTO BARREIRO;-52,400501;-25,517148;JUNHO-JULHO-AGOSTO
ESPIG+O ALTO DO IGUAÃU;-52,83717;-25,422702;JUNHO-JULHO-AGOSTO
S+O ROQUE;-52,770503;-25,386036;JUNHO-JULHO-AGOSTO
ITAPEJARA DO OESTE;-52,825506;-25,941037;JUNHO-JULHO-AGOSTO
VISTA ALEGRE;-52,711616;-25,934371;JULHO-AGOSTO-SETEMBRO
CORONEL VIVIDA;-52,56717;-25,983816;JUNHO-JULHO-AGOSTO
IOLËPOLIS;-52,917172;-25,717147;JUNHO-JULHO-AGOSTO
VILA GUARANI;-52,652168;-25,211869;JUNHO-JULHO-AGOSTO
CRUZEIRO DO IGUAÃU I;-53,13384;-25,567146;JUNHO-JULHO-AGOSTO
P+ROLA DO OESTE;-53,750512;-25,833811;JULHO-AGOSTO-SETEMBRO
SALTO DO LONTRA;-53,311342;-25,777146;JUNHO-JULHO-AGOSTO
C+U AZUL;-53,85051;-25,133531;JUNHO-JULHO-AGOSTO
SANTA IZABEL DO OESTE;-53,50051;-25,817146;JUNHO-JULHO-AGOSTO
AMPERE;-53,483844;-25,917146;JUNHO-JULHO-AGOSTO
PORTO MOISES LUPION;-53,983568;-25,583532;JUNHO-JULHO-AGOSTO
NELSON TABORDA;-53,367173;-25,167144;JUNHO-JULHO-AGOSTO
IBEMA;-53,067171;-25,100478;JUNHO-JULHO-AGOSTO
FLORIANO;-53,873566;-25,306865;JUNHO-JULHO-AGOSTO
CAPIT+O LEONIDAS MARQUES;-53,617176;-25,483811;JUNHO-JULHO-AGOSTO
FLOR DA SERRA;-53,38523;-25,394922;JUNHO-JULHO-AGOSTO
SANTA L+CIA;-53,567176;-25,400477;JUNHO-JULHO-AGOSTO
LINHA SANTA CATARINA;-53,550509;-25,350477;JUNHO-JULHO-AGOSTO
TR-S BARRAS DO PARAN-;-53,183839;-25,417145;JUNHO-JULHO-AGOSTO
IBIRACEMA;-53,317173;-25,283811;JUNHO-JULHO-AGOSTO
BOI PRETO;-53,617175;-25,150476;JUNHO-JULHO-AGOSTO
RIO DO SALTO;-53,317173;-25,133533;JUNHO-JULHO-AGOSTO
NOVA ESPERANÃA;-53,833847;-25,950478;JULHO-AGOSTO-SETEMBRO
TR-S IRM+OS;-53,617178;-25,950479;JULHO-AGOSTO-SETEMBRO
S+O VAL+RIO;-53,664956;-25,7702;JUNHO-JULHO-AGOSTO
TORRA ALTA;-53,050504;-25,217145;JUNHO-JULHO-AGOSTO
ENEAS MARQUES;-53,17023;-25,933536;JUNHO-JULHO-AGOSTO
PINHALZINHO;-53,083007;-25,887981;JUNHO-JULHO-AGOSTO
NOVA PRATA DO IGUAÃU;-53,367175;-25,617145;JUNHO-JULHO-AGOSTO
PARQUE NACIONAL IGUAÃU - MUSEU;-54,483572;-25,617142;JUNHO-JULHO-AGOSTO
SALTO CATARATAS;-54,433572;-25,683531;JULHO-AGOSTO-SETEMBRO
MATEL-NDIA;-53,975789;-25,240475;JUNHO-JULHO-AGOSTO
S+O MIGUEL DO IGUAÃU;-54,24468;-25,346308;JUNHO-JULHO-AGOSTO
SANTA TEREZINHA DE ITAIPU;-54,403571;-25,441308;JUNHO-JULHO-AGOSTO
JARDINËPOLIS;-54,037735;-25,413809;JULHO-AGOSTO-SETEMBRO
MISSAL;-54,248568;-25,087696;JUNHO-JULHO-AGOSTO
FAZENDA RAMI;-54,056067;-25,045752;JUNHO-JULHO-AGOSTO
PICARRAS;-48,69992;-26,755499;JUNHO-JULHO-AGOSTO
PONTE SC-301;-48,830754;-26,448831;ABRIL-MAIO-JUNHO
POMERODE;-49,170758;-26,736053;ABRIL-MAIO-JUNHO
BENEDITO NOVO;-49,365482;-26,781608;ABRIL-MAIO-JUNHO
TIMBË NOVO;-49,272426;-26,830219;JUNHO-JULHO-AGOSTO
RIO NEGRO;-49,800482;-26,100493;JUNHO-JULHO-AGOSTO
BLUMENAU;-49,065758;-26,918554;JUNHO-JULHO-AGOSTO
ARROZEIRA;-49,271036;-26,74133;ABRIL-MAIO-JUNHO
GARCIA DE BLUMENAU;-49,074647;-26,968832;ABRIL-MAIO-JUNHO
ITOUPAVA CENTRAL;-49,083813;-26,793553;ABRIL-MAIO-JUNHO
RIO JARAGU-;-49,087978;-26,494941;JUNHO-JULHO-AGOSTO
CORUP- (HANSA);-49,29298;-26,424384;ABRIL-MAIO-JUNHO
RIO PRETO DO SUL;-49,603815;-26,216605;ABRIL-MAIO-JUNHO
DOUTOR PEDRINHO;-49,483538;-26,717718;ABRIL-MAIO-JUNHO
FRAGOSOS;-49,381035;-26,155216;ABRIL-MAIO-JUNHO
WITMARSUM;-49,802986;-26,926607;ABRIL-MAIO-JUNHO
MOEMA;-49,844096;-26,53105;ABRIL-MAIO-JUNHO
CORREDEIRA;-49,573537;-26,419939;ABRIL-MAIO-JUNHO
ITAIËPOLIS;-49,927707;-26,333271;ABRIL-MAIO-JUNHO
CAMPO ALEGRE;-49,273812;-26,186884;JUNHO-JULHO-AGOSTO
BARRA DO PRATA;-49,828541;-26,697995;ABRIL-MAIO-JUNHO
PRIMEIRO SALTO DO CUBAT+O;-49,081033;-26,216329;JUNHO-JULHO-AGOSTO
BARRAGEM NORTE;-49,672707;-26,895496;ABRIL-MAIO-JUNHO
SALTO CANOINHAS;-50,291321;-26,371048;MARÇO-ABRIL-MAIO
SANTA CRUZ DO TIMBË;-50,878826;-26,384379;JUNHO-JULHO-AGOSTO
RIO DO CAMPO;-50,143822;-26,945495;ABRIL-MAIO-JUNHO
RESIDENCIA FUCK (LAJEADINHO);-50,291322;-26,710771;ABRIL-MAIO-JUNHO
BURITI (TIMBË GRANDE);-50,601602;-26,556325;JUNHO-JULHO-AGOSTO
PINHEIROS;-50,646046;-26,35188;MARÇO-ABRIL-MAIO
UNI+O DA VITËRIA - 396;-51,080771;-26,228544;JUNHO-JULHO-AGOSTO
CAMPINA DA ALEGRIA;-51,796891;-26,873822;JUNHO-JULHO-AGOSTO
JANGADA DO SUL - 396;-51,27244;-26,387155;JUNHO-JULHO-AGOSTO
PORTO VITËRIA;-51,217161;-26,167155;JUNHO-JULHO-AGOSTO
PALMITAL DO MEIO (ex. Fazenda  Maracana) - 396;-51,142437;-26,031043;JUNHO-JULHO-AGOSTO
SERRARIA S+O SEBASTI+O - INDUBRAS;-51,333552;-26,633545;JUNHO-JULHO-AGOSTO
COLÈNIA AUGUSTO LOUREIRO;-51,298273;-26,191043;JUNHO-JULHO-AGOSTO
USINA BITURUNA;-51,550497;-26,167154;JUNHO-JULHO-AGOSTO
SALTO DO VAU;-51,200493;-26,050488;JUNHO-JULHO-AGOSTO
SANTO ANTÈNIO DO IRATIM;-51,400495;-26,150487;JUNHO-JULHO-AGOSTO
SANTO AGOSTINHO;-51,882168;-26,609098;JUNHO-JULHO-AGOSTO
LINHA SANTA MARIA;-51,567163;-26,117153;JUNHO-JULHO-AGOSTO
IRATIM;-51,428553;-26,480211;JUNHO-JULHO-AGOSTO
FAZENDA SANTA TEREZA;-51,867167;-26,367153;JUNHO-JULHO-AGOSTO
QUILOMETRO 30;-51,263275;-26,776323;JUNHO-JULHO-AGOSTO
PONTE SERRADA;-52,01967;-26,862154;JUNHO-JULHO-AGOSTO
PALMAS;-51,983835;-26,48382;JUNHO-JULHO-AGOSTO
BONITO;-52,183005;-26,952987;MARÇO-ABRIL-MAIO
MARATA;-52,640785;-26,584373;JUNHO-JULHO-AGOSTO
PONTE DO VITORINO;-52,801339;-26,051038;JUNHO-JULHO-AGOSTO
PALMAS;-52,000502;-26,48382;JUNHO-JULHO-AGOSTO
MARIËPOLIS;-52,567172;-26,350484;JUNHO-JULHO-AGOSTO
VITORINO - MOINHO CAÃADOR;-52,800507;-26,26715;JUNHO-JULHO-AGOSTO
PATO BRANCO;-52,683839;-26,233817;JUNHO-JULHO-AGOSTO
SALTO CLAUDELINO;-52,296614;-26,27854;JULHO-AGOSTO-SETEMBRO
JARDINËPOLIS;-52,900787;-26,736595;JUNHO-JULHO-AGOSTO
S+O CARVAJO;-52,717173;-26,31715;JUNHO-JULHO-AGOSTO
S+O LOURENÃO DO OESTE;-52,838563;-26,350761;JUNHO-JULHO-AGOSTO
GRAMADOS;-52,51717;-26,083817;JUNHO-JULHO-AGOSTO
PASSO DA ILHA;-52,597172;-26,231595;JUNHO-JULHO-AGOSTO
CAMPO ERE - EMPASC;-53,080787;-26,447149;JUNHO-JULHO-AGOSTO
DION-SIO CERQUEIRA;-53,621346;-26,265758;JUNHO-JULHO-AGOSTO
MODELO;-53,053011;-26,782984;JUNHO-JULHO-AGOSTO
PONTE DO SARGENTO;-53,288568;-26,681871;JUNHO-JULHO-AGOSTO
S+O JOS+ DO CEDRO;-53,49718;-26,454925;JUNHO-JULHO-AGOSTO
SAUDADES;-53,008289;-26,927151;JUNHO-JULHO-AGOSTO
FRANCISCO BELTR+O;-53,067175;-26,083815;JUNHO-JULHO-AGOSTO
MARCIANËPOLIS;-53,650513;-26,117146;JULHO-AGOSTO-SETEMBRO
LINHA GAUCHA;-53,200509;-26,083814;JUNHO-JULHO-AGOSTO
S+O SEBASTI+O DA BELA VISTA;-53,362732;-26,064925;JUNHO-JULHO-AGOSTO
GUABIJU;-53,463844;-26,112702;JUNHO-JULHO-AGOSTO
RIO VERDE;-53,20051;-26,233815;JUNHO-JULHO-AGOSTO
SALGADO FILHO;-53,383844;-26,183814;JUNHO-JULHO-AGOSTO
SIQUEIRA BELO;-53,483845;-26,217147;JUNHO-JULHO-AGOSTO
FAXINAL DO CAMPO ERE;-53,045231;-26,378538;JUNHO-JULHO-AGOSTO
RINC+O DO CAPETINGA;-53,217177;-26,333815;JUNHO-JULHO-AGOSTO
MARMELEIRO;-53,018841;-26,152982;JUNHO-JULHO-AGOSTO
BRUSQUE;-48,918257;-27,101055;ABRIL-MAIO-JUNHO
MAJOR GERCINO;-48,953259;-27,414667;ABRIL-MAIO-JUNHO
GARCIA DE ANGELINA;-48,988537;-27,489667;ABRIL-MAIO-JUNHO
ANTÈNIO CARLOS;-48,769924;-27,517446;JUNHO-JULHO-AGOSTO
PAULO LOPES;-48,67687;-27,956614;JUNHO-JULHO-AGOSTO
S+O BONIF-CIO;-48,924927;-27,901613;ABRIL-MAIO-JUNHO
APIUNA - R+GUA NOVA;-49,395483;-27,038553;ABRIL-MAIO-JUNHO
IBIRAMA;-49,517151;-27,054386;ABRIL-MAIO-JUNHO
ITUPORANGA;-49,60632;-27,399109;MARÇO-ABRIL-MAIO
TAIË;-49,994933;-27,113551;ABRIL-MAIO-JUNHO
NOVA BREMEN;-49,590207;-27,034663;ABRIL-MAIO-JUNHO
POUSO REDONDO;-49,941322;-27,257719;ABRIL-MAIO-JUNHO
LOMBA ALTA;-49,383264;-27,731056;ABRIL-MAIO-JUNHO
DIVISA DE ANIT-POLIS;-49,115207;-27,996891;JUNHO-JULHO-AGOSTO
TROMBUDO CENTRAL;-49,769376;-27,290775;ABRIL-MAIO-JUNHO
FAZENDA BOA ESPERANÃA;-48,980481;-27,397722;ABRIL-MAIO-JUNHO
NEISSE CENTRAL;-49,381872;-27,040775;ABRIL-MAIO-JUNHO
BARRAGEM SUL;-49,553542;-27,502443;ABRIL-MAIO-JUNHO
RANCHO QUEIMADO;-49,006594;-27,673001;ABRIL-MAIO-JUNHO
ANIT-POLIS;-49,132429;-27,912446;ABRIL-MAIO-JUNHO
VIDAL RAMOS;-49,36604;-27,392999;ABRIL-MAIO-JUNHO
LEOBERTO LEAL;-49,287984;-27,508;ABRIL-MAIO-JUNHO
BOCAINA DO SUL;-49,944657;-27,744665;ABRIL-MAIO-JUNHO
SALTINHO;-49,365763;-27,683833;ABRIL-MAIO-JUNHO
RIO DO SUL - NOVO;-49,632152;-27,206053;ABRIL-MAIO-JUNHO
PAINEL;-50,099104;-27,921887;MARÇO-ABRIL-MAIO
PASSO CARU;-50,860219;-27,538272;MARÇO-ABRIL-MAIO
